bodytype,Car_seats,modelYear,kilometer,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,gear_box,Mileage,drivetype,city
Sedan,5.0,2018,17000,Diesel,1,Automatic,1125000,Third Party insurance,1582.0,Hyundai,6,22.0,FWD,delhi
SUV,5.0,2020,30000,Petrol,1,Automatic,1500000,Third Party insurance,1451.0,MG,6,13.96,FWD,delhi
Hatchback,5.0,2012,70000,Petrol,1,Manual,261000,Third Party insurance,1198.0,Honda,5,16.7,FWD,delhi
MUV,7.0,2019,65202,Petrol,1,Automatic,950000,Third Party insurance,1462.0,Maruti,4,18.69,RWD,delhi
MUV,7.0,2013,72000,Petrol,1,Manual,484999,Third Party insurance,1373.0,Maruti,5,16.02,FWD,delhi
Hatchback,5.0,2021,45313,Cng,1,Manual,509999,Not Available,998.0,Maruti,5,32.52,FWD,delhi
Sedan,5.0,2015,40000,Diesel,1,Automatic,2500000,Third Party insurance,2143.0,Mercedes-Benz,7,19.27,RWD,delhi
SUV,7.0,2014,120000,Diesel,1,Manual,664000,Third Party insurance,2179.0,Mahindra,6,15.1,FWD,delhi
Hatchback,5.0,2014,54235,Petrol,2,Manual,284000,Third Party,1197.0,Maruti,5,18.5,FWD,delhi
Hatchback,5.0,2018,52777,Petrol,1,Automatic,520000,Zero Dep,1197.0,Maruti,5,20.89,FWD,delhi
Hatchback,5.0,2018,26000,Petrol,1,Manual,590000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,delhi
Sedan,5.0,2018,77937,Petrol,1,Manual,655000,Third Party,1598.0,Skoda,5,15.41,FWD,delhi
Sedan,5.0,2021,40663,Petrol,1,Manual,699000,Zero Dep,1199.0,Tata,5,19.28,FWD,delhi
Hatchback,5.0,2015,40000,Petrol,1,Manual,395000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
Sedan,5.0,2011,115500,Petrol,1,Manual,217000,Comprehensive,1496.0,Toyota,5,17.6,FWD,delhi
Sedan,5.0,2015,67000,Petrol,1,Automatic,940000,Comprehensive,1798.0,Skoda,7,13.7,FWD,delhi
SUV,5.0,2016,16312,Petrol,1,Manual,886999,Third Party,1591.0,Hyundai,6,13.0,FWD,delhi
Sedan,5.0,2016,60000,Petrol,2,Manual,480000,Third Party insurance,1197.0,Maruti,5,20.85,FWD,delhi
MUV,7.0,2014,90000,Petrol,1,Manual,425000,Third Party insurance,1497.0,Honda,5,17.3,FWD,delhi
Hatchback,5.0,2018,67000,Cng,1,Manual,495000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
Sedan,5.0,2015,80000,Petrol,2,Manual,550000,Third Party insurance,1373.0,Maruti,5,20.73,FWD,delhi
Hatchback,5.0,2011,60000,Petrol,1,Manual,137000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,delhi
Sedan,5.0,2015,34253,Petrol,1,Automatic,565000,Comprehensive,1497.0,Honda,5,18.0,FWD,delhi
SUV,5.0,2019,27000,Petrol,1,Automatic,1290000,Comprehensive,1497.0,Kia,6,16.8,RWD,delhi
Hatchback,5.0,2017,64000,Petrol,2,Automatic,355000,Comprehensive,998.0,Maruti,5,23.1,FWD,delhi
Sedan,5.0,2015,67827,Petrol,1,Manual,386000,Third Party,1197.0,Hyundai,5,19.1,FWD,delhi
Hatchback,5.0,2018,79094,Petrol,1,Manual,513999,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
Sedan,5.0,2012,64589,Petrol,2,Manual,325000,Third Party,1591.0,Hyundai,5,17.01,FWD,delhi
Hatchback,5.0,2015,88309,Petrol,1,Manual,508000,Comprehensive,1197.0,Hyundai,5,17.19,FWD,delhi
Hatchback,5.0,2018,66688,Petrol,2,Manual,567000,Comprehensive,1197.0,Maruti,5,22.38,FWD,delhi
Hatchback,5.0,2022,20000,Petrol,1,Manual,670000,Third Party insurance,1197.0,Maruti,5,21.01,FWD,delhi
Sedan,5.0,2018,60653,Petrol,1,Automatic,760000,Third Party,1462.0,Maruti,4,20.28,FWD,delhi
MUV,7.0,2022,70000,Diesel,1,Automatic,3350000,Third Party insurance,2199.0,Kia,8,14.11,RWD,delhi
Hatchback,5.0,2017,86527,Petrol,1,Manual,398000,Zero Dep,1197.0,Hyundai,5,18.9,FWD,delhi
Sedan,5.0,2017,67000,Petrol,1,Manual,484999,Comprehensive,1199.0,Honda,5,19.5,FWD,delhi
Hatchback,5.0,2009,70000,Petrol,3,Manual,135000,Third Party insurance,1198.0,Honda,5,16.0,FWD,delhi
SUV,5.0,2013,70000,Petrol,3,Automatic,300000,Third Party insurance,1499.0,Ford,6,16.5,FWD,delhi
Sedan,5.0,2018,70311,Petrol,1,Manual,525000,Third Party insurance,1199.0,Honda,5,18.6,FWD,delhi
Hatchback,5.0,2016,54000,Petrol,1,Manual,375000,Comprehensive,1199.0,Tata,5,23.84,FWD,delhi
Sedan,5.0,2009,80000,Petrol,3,Manual,130000,Third Party insurance,1497.0,Honda,5,17.0,FWD,delhi
SUV,5.0,2017,52000,Diesel,1,Manual,595000,Third Party insurance,1498.0,Honda,6,25.5,FWD,delhi
Hatchback,5.0,2010,20000,Petrol,1,Manual,200000,Third Party insurance,1061.0,Maruti,5,18.9,FWD,delhi
Hatchback,5.0,2019,80000,Diesel,1,Manual,531000,Third Party insurance,1396.0,Hyundai,6,22.54,FWD,delhi
Hatchback,5.0,2009,110000,Petrol,3,Manual,150000,Third Party insurance,1061.0,Maruti,5,18.9,FWD,delhi
SUV,4.0,2021,15000,Diesel,1,Automatic,1625000,Comprehensive,2184.0,Mahindra,6,18.9,4WD,delhi
Hatchback,5.0,2019,69821,Cng,1,Manual,503000,Zero Dep,998.0,Maruti,5,33.54,FWD,delhi
Hatchback,5.0,2021,12754,Petrol,1,Manual,861999,Zero Dep,1199.0,Tata,5,18.05,FWD,delhi
Sedan,5.0,2017,69000,Petrol,1,Manual,880000,Third Party insurance,1798.0,Toyota,6,14.28,FWD,delhi
Hatchback,5.0,2014,98390,Petrol,1,Manual,272000,Third Party insurance,998.0,Maruti,5,20.51,FWD,delhi
Sedan,5.0,2016,84195,Petrol,1,Automatic,627000,Third Party insurance,1373.0,Maruti,4,19.12,FWD,delhi
Sedan,5.0,2018,17000,Petrol,1,Automatic,2850000,Third Party insurance,1991.0,Mercedes-Benz,7,15.04,FWD,delhi
Hatchback,5.0,2017,77184,Petrol,1,Manual,428000,Comprehensive,1197.0,Maruti,5,20.89,FWD,delhi
Sedan,5.0,2012,40000,Petrol,1,Manual,175000,Third Party insurance,1368.0,Tata,5,13.7,FWD,delhi
Hatchback,5.0,2017,82848,Petrol,1,Manual,413999,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,2019,30000,Petrol,1,Automatic,509999,Third Party insurance,1199.0,Tata,5,23.84,FWD,delhi
Hatchback,5.0,2016,50000,Petrol,1,Manual,550000,Third Party insurance,1199.0,Honda,5,18.7,FWD,delhi
MUV,7.0,2022,40000,Diesel,1,Automatic,2341000,Third Party insurance,2393.0,Toyota,6,12.0,RWD,delhi
Hatchback,5.0,2013,70000,Petrol,1,Manual,170000,Third Party insurance,998.0,Maruti,5,20.92,FWD,delhi
Hatchback,5.0,2017,47688,Petrol,1,Manual,450000,Comprehensive,1197.0,Maruti,5,21.01,FWD,delhi
Sedan,5.0,2009,100000,Petrol,3,Manual,110000,Third Party insurance,1798.0,Toyota,6,14.53,FWD,delhi
Hatchback,5.0,2014,90000,Diesel,2,Manual,200000,Third Party insurance,1461.0,Nissan,5,23.08,FWD,delhi
Hatchback,5.0,2006,40000,Petrol,1,Manual,33000,Third Party insurance,998.0,Maruti,5,18.9,FWD,delhi
Hatchback,6.0,2018,40000,Petrol,2,Manual,350000,Third Party insurance,1198.0,Mahindra,5,18.15,FWD,delhi
SUV,5.0,2016,50000,Diesel,1,Manual,409999,Third Party insurance,1461.0,Renault,5,19.87,FWD,delhi
Sedan,5.0,2012,30000,Petrol,2,Manual,500000,Third Party insurance,1798.0,Toyota,6,14.53,FWD,delhi
Hatchback,5.0,2018,106711,Petrol,2,Automatic,543000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,2017,83741,Petrol,1,Manual,513999,Zero Dep,1197.0,Hyundai,5,18.6,FWD,delhi
SUV,5.0,2014,50000,Diesel,1,Automatic,1150000,Third Party insurance,1968.0,Audi,7,14.16,AWD,delhi
Sedan,5.0,2018,105792,Diesel,1,Manual,747000,Comprehensive,1498.0,Volkswagen,5,22.27,FWD,delhi
Hatchback,5.0,2019,88750,Petrol,1,Manual,593000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
SUV,7.0,2014,70000,Diesel,1,Manual,900000,Third Party insurance,2179.0,Mahindra,6,15.1,AWD,delhi
Hatchback,5.0,2018,89972,Petrol,1,Manual,539000,Comprehensive,1197.0,Hyundai,5,17.19,FWD,delhi
Sedan,5.0,2014,50000,Petrol,1,Manual,335000,Third Party insurance,1598.0,Volkswagen,5,15.04,FWD,delhi
Hatchback,5.0,2019,36785,Petrol,2,Manual,594000,Comprehensive,1199.0,Honda,5,18.2,FWD,delhi
Sedan,5.0,2019,48000,Petrol,1,Manual,910000,Third Party,1368.0,Hyundai,6,19.1,FWD,delhi
SUV,7.0,2021,20000,Petrol,1,Manual,1925000,Comprehensive,1999.0,Mahindra,6,18.9,FWD,delhi
Sedan,5.0,2023,7000,Petrol,1,Automatic,6000000,Comprehensive,1496.0,Mercedes-Benz,9,16.9,FWD,delhi
MUV,7.0,2021,50000,Petrol,1,Automatic,760000,Third Party insurance,999.0,Renault,5,18.2,FWD,delhi
SUV,5.0,2016,40000,Diesel,1,Manual,490000,Third Party insurance,1248.0,Maruti,5,24.3,FWD,delhi
Hatchback,5.0,2017,59000,Petrol,1,Manual,521000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,delhi
SUV,5.0,2019,70000,Petrol,1,Automatic,1400000,Third Party insurance,1368.0,Jeep,7,16.0,4WD,delhi
SUV,5.0,2019,110000,Diesel,1,Manual,900000,Third Party insurance,1493.0,Kia,6,20.8,FWD,delhi
SUV,7.0,2015,100000,Diesel,1,Manual,950000,Third Party insurance,2179.0,Mahindra,5,15.4,RWD,delhi
SUV,7.0,2017,30000,Diesel,2,Automatic,5500000,Comprehensive,2987.0,Mercedes-Benz,9,11.0,AWD,delhi
Sedan,5.0,2020,48000,Petrol,1,Manual,765000,Third Party insurance,999.0,Skoda,6,18.97,FWD,delhi
Sedan,5.0,2017,22424,Petrol,1,Manual,555000,Zero Dep,1197.0,Hyundai,5,20.14,FWD,delhi
Sedan,5.0,2017,58147,Petrol,1,Manual,476999,Third Party,1197.0,Hyundai,5,20.14,FWD,delhi
Hatchback,5.0,2015,67000,Petrol,1,Manual,341000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,2019,112479,Petrol,1,Automatic,476000,Zero Dep,998.0,Maruti,5,23.1,FWD,delhi
Sedan,5.0,2018,25494,Petrol,1,Automatic,611000,Zero Dep,1197.0,Maruti,5,21.21,FWD,delhi
SUV,5.0,2016,78000,Diesel,2,Automatic,790000,Comprehensive,1582.0,Hyundai,6,17.01,FWD,delhi
Hatchback,5.0,2016,51276,Petrol,2,Manual,513000,Third Party,1197.0,Hyundai,5,18.6,FWD,delhi
SUV,5.0,2017,85000,Diesel,1,Manual,825000,Comprehensive,1582.0,Hyundai,6,19.67,FWD,delhi
Hatchback,5.0,2018,75402,Petrol,2,Manual,584000,Third Party,1199.0,Honda,5,18.7,FWD,delhi
Sedan,5.0,2014,109000,Petrol,1,Manual,665000,Third Party,1798.0,Toyota,6,14.28,FWD,delhi
Sedan,5.0,2021,14500,Petrol,1,Automatic,6350000,Comprehensive,1998.0,BMW,8,15.01,RWD,delhi
SUV,7.0,2017,76000,Diesel,2,Automatic,4600000,Comprehensive,2967.0,Audi,8,14.75,AWD,delhi
Sedan,5.0,2017,34000,Petrol,1,Manual,475000,Third Party insurance,1198.0,Honda,5,17.8,FWD,delhi
Sedan,5.0,2015,80000,Petrol,2,Manual,330000,Third Party insurance,1197.0,Hyundai,5,19.1,FWD,delhi
Sedan,5.0,2018,60000,Diesel,1,Automatic,635000,Third Party insurance,1498.0,Honda,5,23.8,FWD,delhi
SUV,5.0,2014,60000,Diesel,1,Manual,399000,Third Party insurance,1461.0,Nissan,6,19.01,FWD,delhi
Sedan,5.0,2014,59000,Petrol,2,Manual,420000,Third Party insurance,1197.0,Maruti,5,19.1,FWD,delhi
SUV,5.0,2016,99000,Diesel,1,Manual,459999,Comprehensive,1498.0,Ford,5,21.7,FWD,delhi
SUV,5.0,2021,17000,Petrol,1,Automatic,2375000,Third Party,1368.0,Jeep,7,14.1,4WD,delhi
Sedan,5.0,2018,79982,Petrol,1,Manual,720000,Third Party,1462.0,Maruti,5,21.56,FWD,delhi
Sedan,5.0,2017,67047,Petrol,1,Automatic,846000,Zero Dep,1497.0,Honda,5,18.0,FWD,delhi
Sedan,5.0,2012,50000,Diesel,1,Manual,500000,Third Party insurance,1968.0,Volkswagen,6,19.33,FWD,delhi
Hatchback,5.0,2017,85782,Petrol,1,Manual,471000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,2016,99547,Petrol,1,Manual,446000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,2018,30000,Petrol,1,Automatic,365000,Comprehensive,999.0,Renault,5,24.04,FWD,delhi
Hatchback,5.0,2017,69455,Petrol,1,Manual,354000,Zero Dep,998.0,Maruti,5,25.24,FWD,delhi
SUV,5.0,2022,14000,Petrol,1,Automatic,1650000,Comprehensive,1498.0,Volkswagen,7,17.88,FWD,delhi
SUV,5.0,2019,40738,Petrol,1,Automatic,877999,Zero Dep,1497.0,Ford,6,14.8,FWD,delhi
Sedan,5.0,2015,76000,Petrol,1,Automatic,1910000,Comprehensive,1796.0,Mercedes-Benz,6,11.7,RWD,delhi
Hatchback,5.0,2020,30000,Petrol,1,Manual,525000,Third Party insurance,1197.0,Maruti,5,21.21,FWD,delhi
SUV,5.0,2020,50000,Diesel,1,Manual,830000,Third Party insurance,1498.0,Ford,5,23.0,FWD,delhi
Sedan,5.0,2012,90000,Petrol,2,Manual,200000,Third Party insurance,1498.0,Nissan,5,16.95,FWD,delhi
Sedan,5.0,2022,10700,Petrol,1,Automatic,1345000,Third Party insurance,1498.0,Honda,5,18.3,FWD,delhi
Sedan,5.0,2022,10000,Petrol,1,Automatic,1345000,Third Party insurance,1498.0,Honda,5,18.3,FWD,delhi
Hatchback,5.0,2017,80000,Petrol,2,Manual,350000,Third Party insurance,998.0,Maruti,5,20.51,FWD,delhi
SUV,7.0,2018,36000,Diesel,1,Automatic,5495000,Comprehensive,2967.0,Audi,8,14.75,AWD,delhi
SUV,7.0,2018,70000,Diesel,1,Automatic,2300000,Third Party insurance,3198.0,Ford,6,10.91,4WD,delhi
SUV,7.0,2015,60000,Diesel,1,Automatic,1600000,Comprehensive,2982.0,Toyota,5,12.55,FWD,delhi
Sedan,5.0,2018,34000,Petrol,1,Automatic,2890000,Comprehensive,1991.0,Mercedes-Benz,7,15.04,FWD,delhi
Sedan,5.0,2016,48430,Petrol,1,Manual,746000,Zero Dep,1497.0,Honda,5,17.8,FWD,delhi
SUV,5.0,2018,93671,Diesel,1,Manual,639000,Zero Dep,1498.0,Ford,5,23.0,FWD,delhi
SUV,7.0,2015,100000,Diesel,2,Automatic,1449000,Third Party insurance,2982.0,Toyota,5,12.55,FWD,delhi
Sedan,5.0,2018,108665,Petrol,2,Automatic,736000,Third Party,1462.0,Maruti,4,20.28,FWD,delhi
Hatchback,5.0,2022,17447,Cng,1,Manual,749000,Comprehensive,1199.0,Tata,5,26.49,FWD,delhi
SUV,7.0,2022,19000,Diesel,1,Manual,2750000,Zero Dep,2198.0,Mahindra,6,18.9,FWD,delhi
SUV,5.0,2019,100579,Diesel,2,Manual,693000,Zero Dep,1461.0,Renault,6,19.87,FWD,delhi
Hatchback,5.0,2013,80000,Petrol,1,Automatic,275000,Third Party insurance,1198.0,Nissan,5,19.34,FWD,delhi
Hatchback,5.0,2019,65039,Petrol,1,Manual,475000,Zero Dep,1086.0,Hyundai,5,20.3,FWD,delhi
SUV,7.0,2017,60000,Diesel,1,Automatic,2300000,Comprehensive,3198.0,Ford,6,10.91,4WD,delhi
Hatchback,5.0,2010,50000,Petrol,4,Manual,150000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,delhi
Sedan,5.0,2015,65000,Petrol,1,Automatic,665000,Comprehensive,1497.0,Honda,5,18.0,FWD,delhi
Hatchback,5.0,2011,84000,Petrol,3,Manual,225000,Comprehensive,1197.0,Hyundai,5,17.0,FWD,delhi
SUV,7.0,2021,35000,Petrol,1,Automatic,3500000,Zero Dep,2694.0,Toyota,6,10.26,RWD,delhi
SUV,5.0,2018,80000,Diesel,1,Manual,850000,Third Party insurance,1248.0,Maruti,5,24.3,FWD,delhi
SUV,5.0,2023,16500,Petrol,1,Manual,1985000,Comprehensive,1462.0,Toyota,5,19.39,AWD,delhi
SUV,7.0,2019,40000,Diesel,2,Manual,3100000,Third Party insurance,2755.0,Toyota,6,14.24,RWD,delhi
Sedan,5.0,2016,50500,Petrol,1,Manual,550000,Third Party insurance,1497.0,Honda,5,17.8,FWD,delhi
Sedan,5.0,2016,90000,Petrol,2,Manual,285000,Third Party insurance,1193.0,Tata,5,17.57,FWD,delhi
Sedan,5.0,2010,80000,Petrol,2,Automatic,300000,Third Party insurance,1497.0,Honda,5,16.8,FWD,delhi
Hatchback,5.0,2011,40462,Petrol,2,Manual,185000,Comprehensive,1086.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,2018,40000,Petrol,1,Manual,525000,Comprehensive,1197.0,Maruti,5,22.0,FWD,delhi
Sedan,5.0,2013,150000,Diesel,1,Manual,375000,Third Party insurance,1248.0,Maruti,5,23.4,FWD,delhi
Sedan,5.0,2020,47761,Petrol,1,Manual,1011999,Comprehensive,1497.0,Hyundai,6,17.7,FWD,delhi
SUV,5.0,2020,80488,Diesel,1,Manual,1350000,Third Party,1493.0,Hyundai,6,18.9,FWD,delhi
Hatchback,4.0,2020,70000,Cng,1,Manual,400000,Third Party insurance,998.0,Maruti,5,31.2,FWD,delhi
SUV,7.0,2022,17204,Diesel,1,Manual,1930000,Comprehensive,1956.0,Tata,6,16.14,FWD,delhi
Hatchback,5.0,2017,66000,Petrol,1,Automatic,525000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,delhi
Hatchback,5.0,2019,41900,Petrol,1,Manual,425000,Comprehensive,799.0,Renault,5,25.17,FWD,delhi
Hatchback,5.0,2019,45000,Petrol,1,Manual,525000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,2013,52000,Petrol,1,Manual,375000,Comprehensive,1198.0,Volkswagen,5,16.47,FWD,delhi
SUV,7.0,2021,40000,Diesel,1,Automatic,2100000,Third Party insurance,1493.0,Hyundai,6,18.1,FWD,delhi
Sedan,5.0,2015,64000,Petrol,1,Manual,409999,Comprehensive,1198.0,Honda,5,18.0,FWD,delhi
SUV,6.0,2018,76500,Cng,1,Manual,434999,Third Party insurance,1198.0,Mahindra,5,18.15,FWD,delhi
Sedan,5.0,2016,48000,Petrol,1,Manual,645000,Third Party insurance,1497.0,Honda,5,17.8,FWD,delhi
SUV,5.0,2019,42000,Petrol,1,Automatic,775000,Comprehensive,1198.0,Tata,6,17.0,FWD,delhi
SUV,5.0,2014,50000,Petrol,2,Manual,375000,Comprehensive,1598.0,Renault,5,13.24,FWD,delhi
SUV,5.0,2017,55000,Petrol,2,Manual,650000,Comprehensive,1496.0,Ford,5,15.9,FWD,delhi
Sedan,5.0,2010,90000,Petrol,2,Manual,204999,Third Party insurance,1598.0,Volkswagen,5,15.04,FWD,delhi
Sedan,5.0,2015,72000,Petrol,1,Automatic,2390000,Comprehensive,1991.0,Mercedes-Benz,7,12.0,RWD,delhi
SUV,6.0,2018,33091,Petrol,2,Manual,529000,Zero Dep,1198.0,Mahindra,5,18.15,FWD,delhi
Hatchback,5.0,2018,40838,Petrol,1,Manual,300000,Third Party insurance,799.0,Renault,5,22.25,FWD,delhi
Sedan,5.0,2015,56000,Petrol,1,Automatic,2400000,Comprehensive,1796.0,Mercedes-Benz,7,11.74,RWD,delhi
MUV,7.0,2018,71914,Diesel,1,Manual,1678000,Comprehensive,2393.0,Toyota,5,18.9,RWD,delhi
Hatchback,5.0,2017,67043,Petrol,1,Manual,499000,Comprehensive,1197.0,Maruti,5,22.38,FWD,delhi
SUV,5.0,2021,18000,Petrol,1,Automatic,3275000,Comprehensive,1998.0,Mini,7,14.34,AWD,delhi
Sedan,5.0,2011,100010,Petrol,1,Manual,206999,Comprehensive,1496.0,Toyota,5,17.6,FWD,delhi
Hatchback,5.0,2016,70000,Petrol,2,Automatic,390000,Third Party insurance,998.0,Maruti,5,23.1,FWD,delhi
Sedan,5.0,2015,56857,Petrol,1,Manual,603000,Comprehensive,1497.0,Honda,5,17.4,FWD,delhi
Sedan,5.0,2014,120000,Petrol,1,Automatic,1400000,Third Party insurance,2494.0,Toyota,6,19.16,FWD,delhi
SUV,7.0,2015,92000,Diesel,1,Automatic,3150000,Third Party insurance,2987.0,Mercedes-Benz,7,11.3,AWD,delhi
Sedan,5.0,2019,45000,Diesel,1,Automatic,5000000,Comprehensive,1950.0,Mercedes-Benz,9,16.1,RWD,delhi
MUV,8.0,2019,68000,Diesel,1,Automatic,1725000,Zero Dep,2755.0,Toyota,6,11.36,RWD,delhi
SUV,5.0,2020,36000,Petrol,1,Automatic,5240000,Comprehensive,1991.0,Mercedes-Benz,9,12.74,AWD,delhi
Sedan,5.0,2012,67000,Petrol,2,Automatic,1600000,Comprehensive,2979.0,BMW,6,8.45,FWD,delhi
Sedan,5.0,2017,37000,Petrol,1,Manual,1250000,Comprehensive,1798.0,Toyota,6,14.28,FWD,delhi
SUV,6.0,2021,9150,Petrol,1,Automatic,1925000,Comprehensive,1451.0,MG,6,16.56,FWD,delhi
Hatchback,5.0,2012,100000,Diesel,3,Manual,250000,Third Party insurance,1396.0,Hyundai,6,23.0,FWD,delhi
Sedan,5.0,2022,10000,Petrol,1,Automatic,935000,Third Party insurance,1199.0,Honda,5,18.3,FWD,delhi
MUV,7.0,2013,116059,Cng,1,Manual,551000,Third Party insurance,1462.0,Maruti,5,26.11,RWD,delhi
Hatchback,5.0,2022,18254,Petrol,1,Manual,505999,Comprehensive,1197.0,Maruti,5,20.89,FWD,delhi
SUV,5.0,2016,61200,Diesel,1,Automatic,6300000,Comprehensive,2993.0,Land Rover,8,12.65,4WD,delhi
Sedan,5.0,2016,108133,Petrol,1,Manual,422000,Zero Dep,1198.0,Honda,5,18.0,FWD,delhi
MUV,7.0,2014,66198,Petrol,1,Manual,631000,Comprehensive,1462.0,Maruti,5,20.51,RWD,delhi
Hatchback,5.0,2017,49000,Petrol,1,Manual,590000,Third Party insurance,1197.0,Maruti,5,21.01,FWD,delhi
Hatchback,5.0,2017,89733,Petrol,1,Automatic,499000,Zero Dep,1197.0,Hyundai,4,18.9,FWD,delhi
Hatchback,5.0,2022,20000,Petrol,1,Automatic,785000,Third Party insurance,1197.0,Maruti,5,22.56,FWD,delhi
Hatchback,5.0,2014,90360,Diesel,2,Manual,325000,Comprehensive,1396.0,Hyundai,6,21.9,FWD,delhi
SUV,5.0,2017,44000,Petrol,1,Automatic,3600000,Comprehensive,1999.0,Land Rover,9,12.63,4WD,delhi
Sedan,5.0,2020,26000,Petrol,1,Automatic,925000,Comprehensive,1496.0,Toyota,7,17.8,FWD,delhi
Sedan,5.0,2016,68000,Petrol,1,Manual,645000,Third Party insurance,1373.0,Maruti,5,20.73,FWD,delhi
Sedan,5.0,2018,60000,Petrol,1,Manual,760000,Third Party insurance,1462.0,Maruti,5,21.56,FWD,delhi
Sedan,5.0,2020,20000,Petrol,1,Automatic,4200000,Comprehensive,1998.0,BMW,8,16.13,RWD,delhi
Sedan,5.0,2021,8000,Petrol,1,Manual,1245000,Third Party insurance,1497.0,Honda,5,17.4,FWD,delhi
SUV,5.0,2014,120000,Diesel,1,Manual,500000,Third Party insurance,1461.0,Renault,6,19.01,FWD,delhi
Hatchback,5.0,2015,70000,Cng,1,Manual,280000,Third Party insurance,998.0,Maruti,5,26.6,FWD,delhi
Sedan,5.0,2009,90000,Petrol,3,Manual,114999,Third Party insurance,1497.0,Honda,5,17.0,FWD,delhi
SUV,5.0,2018,70000,Diesel,1,Manual,600000,Third Party insurance,1498.0,Ford,5,23.0,FWD,delhi
SUV,5.0,2021,70000,Diesel,1,Manual,1650000,Third Party insurance,1956.0,Tata,6,16.35,FWD,delhi
SUV,5.0,2021,14445,Petrol,2,Manual,852999,Zero Dep,998.0,Hyundai,6,18.27,FWD,delhi
SUV,5.0,2019,29847,Petrol,2,Automatic,861000,Zero Dep,1198.0,Tata,6,17.0,FWD,delhi
Sedan,5.0,2011,80000,Petrol,2,Manual,275000,Third Party insurance,1598.0,Volkswagen,5,15.04,FWD,delhi
Hatchback,5.0,2014,88443,Petrol,1,Automatic,418000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,delhi
Hatchback,5.0,2011,82892,Petrol,2,Manual,190000,Third Party,1197.0,Hyundai,5,20.36,FWD,delhi
SUV,4.0,2023,14500,Diesel,1,Automatic,1850000,Third Party,2184.0,Mahindra,6,18.9,4WD,delhi
Hatchback,5.0,2015,59549,Petrol,1,Manual,519000,Comprehensive,1197.0,Hyundai,5,17.19,FWD,delhi
Hatchback,5.0,2015,70000,Cng,1,Manual,320000,Third Party insurance,998.0,Maruti,5,26.6,FWD,delhi
Hatchback,5.0,2019,64228,Cng,2,Manual,501000,Zero Dep,998.0,Maruti,5,33.54,FWD,delhi
Hatchback,5.0,2022,10000,Petrol,1,Manual,700000,Third Party insurance,1197.0,Maruti,5,22.38,FWD,delhi
SUV,5.0,2018,60000,Diesel,2,Manual,600000,Third Party insurance,1498.0,Ford,5,23.0,FWD,delhi
SUV,5.0,2018,32000,Petrol,1,Automatic,675000,Third Party insurance,1198.0,Tata,6,17.0,FWD,delhi
Hatchback,5.0,2019,20000,Petrol,1,Manual,550000,Third Party insurance,1197.0,Maruti,5,21.21,FWD,delhi
Hatchback,5.0,2016,65000,Cng,1,Manual,345000,Comprehensive,998.0,Maruti,5,33.54,FWD,delhi
Hatchback,5.0,2021,23900,Cng,1,Manual,541000,Comprehensive,998.0,Maruti,5,33.54,FWD,delhi
Hatchback,5.0,2023,2900,Petrol,1,Manual,430000,Comprehensive,998.0,Maruti,5,24.39,FWD,delhi
SUV,5.0,2022,15000,Petrol,1,Manual,860000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,2022,11200,Petrol,1,Manual,530000,Comprehensive,1086.0,Hyundai,5,20.3,FWD,delhi
SUV,5.0,2023,17000,Electric,1,Automatic,1423000,Comprehensive,0.0,Tata,5,18.9,FWD,delhi
SUV,5.0,2023,1900,Petrol,1,Manual,1070000,Comprehensive,998.0,Kia,6,18.2,FWD,delhi
Hatchback,5.0,2010,70098,Petrol,1,Manual,173000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,delhi
SUV,5.0,2021,30498,Petrol,1,Manual,707000,Comprehensive,999.0,Nissan,5,18.75,FWD,delhi
Sedan,5.0,2021,33000,Petrol,1,Automatic,819999,Comprehensive,1199.0,Honda,5,18.3,FWD,delhi
SUV,5.0,2021,7243,Petrol,1,Manual,827999,Third Party,999.0,Renault,5,20.5,FWD,delhi
SUV,5.0,2023,7867,Petrol,1,Manual,1255000,Comprehensive,1462.0,Maruti,5,19.89,FWD,delhi
