bodytype,Car_seats,modelYear,kilometer,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,gear_box,Mileage,drivetype,city
Sedan,5.0,2018,23000,Petrol,1,Automatic,975000,Comprehensive,1591.0,Hyundai,6,17.0,FWD,chennai
SUV,5.0,2015,96892,Diesel,3,Manual,515000,Third Party insurance,1461.0,Nissan,6,19.01,FWD,chennai
SUV,5.0,2016,75000,Diesel,1,Manual,665000,Comprehensive,1461.0,Renault,5,19.87,FWD,chennai
Hatchback,5.0,2016,61237,Petrol,1,Manual,279000,Third Party,796.0,Maruti,5,22.05,FWD,chennai
SUV,5.0,2021,32806,Petrol,1,Manual,766000,Comprehensive,999.0,Nissan,5,20.0,FWD,chennai
Hatchback,5.0,2019,52138,Petrol,1,Manual,380000,Third Party insurance,999.0,Renault,5,23.01,FWD,chennai
Sedan,5.0,2016,37429,Petrol,1,Manual,520000,Third Party insurance,999.0,Volkswagen,5,19.44,FWD,chennai
Hatchback,5.0,2010,78978,Petrol,2,Manual,260000,Third Party insurance,998.0,Maruti,5,21.79,FWD,chennai
SUV,7.0,2012,100000,Diesel,2,Manual,1475000,Comprehensive,2982.0,Toyota,5,13.0,FWD,chennai
SUV,5.0,2014,96000,Diesel,2,Automatic,1975000,Third Party insurance,2143.0,Mercedes-Benz,7,15.26,AWD,chennai
SUV,7.0,2018,69000,Diesel,1,Automatic,2800000,Comprehensive,1968.0,Skoda,7,16.25,4WD,chennai
Hatchback,5.0,2015,52044,Petrol,1,Manual,450000,Third Party insurance,1198.0,Honda,5,19.4,FWD,chennai
Sedan,5.0,2019,37000,Petrol,1,Automatic,2425000,Third Party insurance,1395.0,Audi,7,19.2,FWD,chennai
MUV,7.0,2023,8541,Petrol,1,Manual,840000,Third Party insurance,999.0,Renault,5,20.0,FWD,chennai
Sedan,5.0,2019,30000,Petrol,2,Automatic,710000,Comprehensive,1598.0,Skoda,6,14.84,FWD,chennai
Hatchback,5.0,2018,44768,Petrol,1,Automatic,459000,Comprehensive,998.0,Maruti,5,21.63,FWD,chennai
SUV,5.0,2020,27062,Petrol,1,Manual,769000,Comprehensive,1496.0,Ford,5,15.9,FWD,chennai
Sedan,5.0,2018,46973,Petrol,1,Manual,900000,Third Party insurance,1591.0,Hyundai,6,17.0,FWD,chennai
Sedan,5.0,2022,22239,Petrol,1,Manual,1277000,Third Party,999.0,Volkswagen,6,19.4,FWD,chennai
SUV,5.0,2021,16455,Petrol,1,Manual,969000,Comprehensive,1199.0,Tata,6,17.57,FWD,chennai
Sedan,5.0,2021,20000,Diesel,1,Automatic,6000000,Comprehensive,1995.0,BMW,8,20.37,RWD,chennai
Hatchback,5.0,2022,5107,Petrol,1,Automatic,942000,Comprehensive,1199.0,Tata,6,18.5,FWD,chennai
Hatchback,5.0,2022,34000,Petrol,1,Manual,690000,Third Party insurance,1197.0,Hyundai,5,20.7,FWD,chennai
SUV,5.0,2018,88923,Petrol,1,Automatic,1256000,Comprehensive,1368.0,Jeep,7,16.0,4WD,chennai
Hatchback,5.0,2013,94581,Petrol,2,Manual,288000,Third Party insurance,998.0,Maruti,5,18.9,FWD,chennai
SUV,7.0,2017,71000,Diesel,1,Automatic,3600000,Comprehensive,2993.0,Land Rover,8,18.0,AWD,chennai
Hatchback,5.0,2021,30924,Petrol,1,Manual,950000,Third Party insurance,998.0,Hyundai,6,20.0,FWD,chennai
Hatchback,5.0,2011,58747,Petrol,2,Manual,222000,Third Party insurance,998.0,Maruti,5,20.92,FWD,chennai
Hatchback,5.0,2012,63697,Petrol,1,Manual,235000,Third Party insurance,796.0,Maruti,5,19.7,FWD,chennai
SUV,5.0,2017,53000,Diesel,1,Manual,890000,Third Party insurance,1498.0,Honda,6,25.5,FWD,chennai
SUV,5.0,2016,43000,Diesel,1,Manual,660000,Comprehensive,1498.0,Ford,5,21.7,FWD,chennai
Sedan,5.0,2020,21000,Petrol,1,Automatic,3900000,Comprehensive,2487.0,Toyota,5,19.16,FWD,chennai
Sedan,5.0,2013,108513,Diesel,2,Manual,380000,Comprehensive,1498.0,Honda,5,25.8,FWD,chennai
Sedan,5.0,2015,91000,Diesel,1,Automatic,675000,Comprehensive,1498.0,Skoda,7,21.66,FWD,chennai
Sedan,5.0,2018,37000,Petrol,1,Automatic,5000000,Comprehensive,2487.0,Lexus,5,22.37,FWD,chennai
SUV,5.0,2021,71721,Diesel,1,Manual,971000,Comprehensive,1498.0,Honda,6,23.7,FWD,chennai
Hatchback,5.0,2019,39276,Petrol,1,Manual,352000,Third Party,999.0,Renault,5,23.01,FWD,chennai
Sedan,5.0,2014,35000,Diesel,1,Automatic,2300000,Comprehensive,1999.0,Jaguar,8,19.33,RWD,chennai
SUV,5.0,2019,85616,Diesel,1,Automatic,866000,Zero Dep,1248.0,Maruti,5,24.3,FWD,chennai
Sedan,5.0,2016,56380,Petrol,1,Manual,508000,Third Party insurance,1496.0,Toyota,5,16.78,FWD,chennai
Hatchback,5.0,2009,83000,Petrol,3,Manual,260000,Comprehensive,1197.0,Hyundai,5,18.5,FWD,chennai
SUV,5.0,2016,66211,Diesel,1,Manual,796000,Comprehensive,1248.0,Maruti,5,24.3,FWD,chennai
Sedan,5.0,2019,37000,Petrol,1,Automatic,2480000,Third Party insurance,1395.0,Audi,7,19.2,FWD,chennai
Hatchback,5.0,2016,60662,Petrol,1,Manual,434000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,chennai
SUV,5.0,2021,24140,Petrol,1,Automatic,782000,Comprehensive,1199.0,Tata,5,18.8,FWD,chennai
Sedan,5.0,2015,56000,Petrol,1,Automatic,2089999,Third Party insurance,1798.0,Audi,7,15.26,FWD,chennai
SUV,5.0,2017,47000,Petrol,1,Automatic,2480000,Third Party insurance,1395.0,Audi,6,16.9,FWD,chennai
SUV,5.0,2016,54700,Diesel,1,Automatic,1989999,Third Party insurance,1968.0,Audi,7,15.73,AWD,chennai
Hatchback,5.0,2021,27000,Petrol,1,Automatic,1090000,Third Party insurance,998.0,Hyundai,7,20.28,FWD,chennai
Hatchback,5.0,2013,63000,Diesel,2,Manual,350000,Third Party insurance,936.0,Chevrolet,5,25.44,FWD,chennai
SUV,5.0,2019,65000,Diesel,1,Automatic,3375000,Comprehensive,1995.0,BMW,8,20.68,AWD,chennai
Sedan,5.0,2013,81000,Diesel,4,Automatic,994999,Third Party insurance,2967.0,Audi,8,14.57,AWD,chennai
SUV,7.0,2014,94000,Diesel,2,Automatic,2480000,Third Party insurance,2987.0,Mercedes-Benz,7,11.3,AWD,chennai
MUV,7.0,2022,11000,Petrol,1,Automatic,1950000,Comprehensive,1353.0,Kia,7,16.5,RWD,chennai
Sedan,5.0,2022,12901,Petrol,1,Automatic,1621000,Comprehensive,999.0,Volkswagen,6,18.12,FWD,chennai
Hatchback,5.0,2019,29708,Petrol,1,Automatic,471000,Third Party insurance,1198.0,Datsun,5,19.59,FWD,chennai
SUV,5.0,2021,22186,Petrol,1,Automatic,1689999,Third Party insurance,1498.0,MG,8,14.85,FWD,chennai
MUV,7.0,2019,71413,Petrol,1,Manual,396000,Comprehensive,1198.0,Datsun,5,19.02,FWD,chennai
Hatchback,5.0,2011,50046,Petrol,3,Manual,301000,Third Party insurance,1197.0,Hyundai,5,17.0,FWD,chennai
SUV,5.0,2019,57600,Petrol,1,Automatic,1490000,Third Party insurance,1353.0,Kia,7,16.2,RWD,chennai
Hatchback,5.0,2019,46116,Petrol,2,Manual,393000,Comprehensive,1198.0,Datsun,5,19.83,FWD,chennai
SUV,5.0,2020,11700,Petrol,1,Automatic,2680000,Third Party insurance,1984.0,Audi,7,18.9,AWD,chennai
SUV,6.0,2021,24602,Diesel,1,Automatic,1891000,Third Party,1956.0,Tata,6,14.08,FWD,chennai
Hatchback,5.0,2018,81454,Petrol,1,Manual,555000,Third Party insurance,999.0,Volkswagen,5,18.78,FWD,chennai
Sedan,5.0,2022,6000,Petrol,1,Automatic,6000000,Comprehensive,1998.0,BMW,8,16.13,RWD,chennai
SUV,5.0,2019,37655,Petrol,1,Automatic,990000,Third Party insurance,1497.0,Ford,6,14.8,FWD,chennai
Sedan,5.0,2013,73000,Diesel,2,Automatic,1390000,Comprehensive,1968.0,Audi,8,17.11,FWD,chennai
Sedan,5.0,2017,15100,Petrol,1,Manual,850000,Third Party insurance,1598.0,Volkswagen,5,16.09,FWD,chennai
SUV,5.0,2016,70000,Diesel,2,Automatic,2425000,Comprehensive,1968.0,Audi,7,15.17,AWD,chennai
SUV,5.0,2016,75000,Diesel,2,Automatic,2350000,Comprehensive,1968.0,Audi,7,15.17,AWD,chennai
SUV,5.0,2022,15000,Petrol,0,Automatic,4400000,Third Party insurance,1984.0,Audi,7,18.9,AWD,chennai
SUV,5.0,2020,23700,Petrol,1,Manual,1050000,Third Party insurance,998.0,Kia,6,18.2,FWD,chennai
SUV,5.0,2022,7087,Petrol,0,Manual,972000,Third Party insurance,999.0,Renault,5,20.5,FWD,chennai
Hatchback,5.0,2020,40000,Petrol,1,Manual,725000,Comprehensive,1197.0,Hyundai,5,20.7,FWD,chennai
Hatchback,5.0,2016,58155,Petrol,2,Manual,316000,Third Party insurance,799.0,Renault,5,25.17,FWD,chennai
SUV,5.0,2020,30015,Petrol,3,Automatic,860000,Third Party,1497.0,Ford,6,14.8,FWD,chennai
Sedan,5.0,2022,5239,Petrol,1,Automatic,890000,Third Party insurance,1197.0,Hyundai,5,20.1,FWD,chennai
Hatchback,5.0,2011,62606,Petrol,2,Manual,250999,Third Party insurance,1197.0,Hyundai,5,20.36,FWD,chennai
Hatchback,5.0,2017,65287,Petrol,1,Manual,433000,Third Party,1199.0,Tata,5,23.84,FWD,chennai
Sedan,5.0,2019,12000,Diesel,2,Automatic,3200000,Comprehensive,1968.0,Audi,6,20.38,FWD,chennai
Sedan,5.0,2018,50267,Diesel,1,Automatic,715000,Comprehensive,1248.0,Maruti,5,28.09,FWD,chennai
Hatchback,5.0,2015,87277,Petrol,1,Automatic,345000,Third Party insurance,998.0,Maruti,5,23.95,FWD,chennai
SUV,5.0,2021,11323,Petrol,1,Manual,855000,Third Party insurance,1462.0,Maruti,5,18.55,FWD,chennai
Hatchback,5.0,2016,90487,Petrol,1,Automatic,365000,Comprehensive,998.0,Maruti,5,26.0,FWD,chennai
Hatchback,5.0,2010,55405,Petrol,1,Manual,220000,Third Party insurance,998.0,Maruti,5,19.0,FWD,chennai
Sedan,5.0,2022,15000,Diesel,1,Automatic,6075000,Comprehensive,1995.0,BMW,8,19.62,RWD,chennai
SUV,7.0,2017,31450,Diesel,1,Manual,890000,Third Party insurance,1493.0,Mahindra,5,18.49,RWD,chennai
SUV,5.0,2013,90000,Diesel,1,Automatic,1350000,Comprehensive,1968.0,Audi,7,15.73,AWD,chennai
Sedan,5.0,2012,36000,Petrol,2,Automatic,1220000,Comprehensive,1991.0,Mercedes-Benz,7,14.74,RWD,chennai
SUV,5.0,2017,40000,Diesel,2,Automatic,2400000,Comprehensive,1968.0,Audi,7,15.73,AWD,chennai
SUV,5.0,2017,95000,Petrol,1,Automatic,1650000,Comprehensive,1997.0,Honda,5,13.7,FWD,chennai
Hatchback,5.0,2010,107280,Petrol,2,Manual,275000,Not Available,1197.0,Hyundai,5,18.5,FWD,chennai
SUV,5.0,2019,45700,Diesel,1,Manual,1050000,Third Party insurance,1461.0,Nissan,6,20.45,FWD,chennai
Hatchback,5.0,2013,74686,Diesel,1,Manual,295000,Third Party insurance,1248.0,Fiat,5,20.3,FWD,chennai
Hatchback,5.0,2018,119004,Petrol,1,Manual,461000,Comprehensive,998.0,Maruti,5,25.24,FWD,chennai
SUV,5.0,2019,117079,Diesel,1,Manual,719000,Comprehensive,1396.0,Hyundai,6,23.7,FWD,chennai
Hatchback,5.0,2017,35000,Petrol,1,Manual,550000,Comprehensive,1199.0,Honda,5,18.7,FWD,chennai
Hatchback,5.0,2012,76730,Petrol,1,Manual,287000,Comprehensive,1086.0,Hyundai,5,17.92,FWD,chennai
SUV,5.0,2022,21123,Petrol,1,Manual,1035000,Third Party insurance,998.0,Hyundai,6,18.0,FWD,chennai
Sedan,5.0,2014,98000,Petrol,1,Automatic,875000,Comprehensive,1798.0,Toyota,7,14.28,FWD,chennai
Hatchback,5.0,2018,69684,Petrol,1,Manual,445000,Third Party insurance,1199.0,Tata,5,23.84,FWD,chennai
SUV,5.0,2020,16600,Petrol,1,Automatic,1190000,Third Party insurance,1330.0,Renault,7,16.42,FWD,chennai
Sedan,5.0,2016,90403,Petrol,2,Manual,540000,Third Party insurance,1598.0,Volkswagen,5,16.09,FWD,chennai
Hatchback,5.0,2016,81009,Diesel,3,Manual,584000,Comprehensive,1498.0,Volkswagen,5,20.14,FWD,chennai
SUV,5.0,2021,16500,Petrol,1,Manual,1770000,Comprehensive,1498.0,Volkswagen,7,17.88,FWD,chennai
Hatchback,5.0,2017,84741,Diesel,2,Manual,430000,Third Party insurance,1047.0,Tata,5,27.28,FWD,chennai
SUV,9.0,2018,51122,Diesel,1,Manual,990000,Third Party insurance,2179.0,Mahindra,6,18.49,RWD,chennai
Sedan,5.0,2016,60000,Diesel,2,Automatic,2650000,Comprehensive,2143.0,Mercedes-Benz,7,13.0,RWD,chennai
Hatchback,5.0,2010,96094,Diesel,4,Manual,120000,Third Party insurance,1399.0,Ford,5,20.0,FWD,chennai
Hatchback,5.0,2018,42891,Petrol,1,Automatic,620000,Third Party insurance,1197.0,Maruti,5,22.0,FWD,chennai
SUV,5.0,2018,59100,Diesel,1,Manual,890000,Third Party insurance,1461.0,Renault,5,19.87,FWD,chennai
SUV,5.0,2018,55913,Petrol,1,Automatic,801000,Not Available,1198.0,Tata,6,17.0,FWD,chennai
SUV,5.0,2017,65000,Diesel,1,Automatic,2050000,Comprehensive,1968.0,Volkswagen,7,16.65,AWD,chennai
Sedan,5.0,2019,60000,Diesel,1,Automatic,3575000,Comprehensive,1995.0,BMW,8,21.76,RWD,chennai
SUV,5.0,2022,10000,Diesel,1,Automatic,1900000,Third Party insurance,1493.0,Kia,6,18.0,FWD,delhi
SUV,5.0,2016,57437,Petrol,2,Manual,762000,Zero Dep,1591.0,Hyundai,6,15.29,FWD,delhi
SUV,5.0,2020,8000,Petrol,1,Automatic,5600000,Comprehensive,1991.0,Mercedes-Benz,9,12.74,AWD,delhi
Hatchback,5.0,2018,28151,Petrol,2,Manual,523000,Comprehensive,1197.0,Maruti,5,22.38,FWD,delhi
SUV,5.0,2017,60000,Petrol,1,Manual,765000,Third Party insurance,1591.0,Hyundai,6,15.29,FWD,delhi
SUV,5.0,2021,20000,Petrol,1,Manual,894999,Comprehensive,1197.0,Kia,5,18.4,FWD,delhi
Sedan,5.0,2021,42682,Cng,1,Manual,708000,Third Party,1197.0,Hyundai,5,28.0,FWD,delhi
Hatchback,5.0,2017,44653,Petrol,1,Manual,400000,Comprehensive,1198.0,Volkswagen,5,18.78,FWD,delhi
Hatchback,5.0,2022,7000,Cng,1,Manual,725000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,2019,67823,Petrol,1,Manual,663000,Third Party insurance,1197.0,Maruti,5,21.01,FWD,delhi
Hatchback,5.0,2014,50000,Petrol,1,Automatic,390000,Comprehensive,1198.0,Honda,5,16.5,FWD,delhi
SUV,5.0,2019,97055,Diesel,1,Manual,784000,Comprehensive,1461.0,Nissan,6,20.45,FWD,delhi
Sedan,5.0,2017,114000,Petrol,1,Automatic,2100000,Comprehensive,2494.0,Toyota,6,19.16,FWD,delhi
SUV,5.0,2022,24000,Diesel,1,Manual,1350000,Zero Dep,1493.0,Kia,6,18.9,FWD,delhi
Sedan,5.0,2016,30000,Diesel,1,Automatic,2350000,Third Party insurance,1995.0,BMW,8,18.12,RWD,delhi
Hatchback,4.0,2023,6000,Electric,1,Automatic,4600000,Comprehensive,0.0,Mini,5,18.9,FWD,delhi
MUV,7.0,2022,7000,Petrol,1,Manual,2250000,Comprehensive,2694.0,Toyota,5,8.0,RWD,delhi
SUV,7.0,2021,34000,Diesel,1,Automatic,3500000,Comprehensive,1996.0,MG,8,12.4,4WD,delhi
SUV,5.0,2013,29000,Diesel,1,Automatic,900000,Third Party insurance,1995.0,BMW,8,17.05,RWD,delhi
SUV,5.0,2020,38000,Petrol,1,Automatic,5245000,Comprehensive,1991.0,Mercedes-Benz,9,12.74,AWD,delhi
SUV,7.0,2013,150000,Diesel,1,Manual,350000,Third Party insurance,2179.0,Tata,5,14.0,FWD,delhi
SUV,5.0,2019,83329,Diesel,1,Manual,839000,Comprehensive,1396.0,Hyundai,6,23.7,FWD,delhi
Hatchback,5.0,2008,43000,Petrol,1,Manual,120000,Third Party insurance,1061.0,Maruti,5,18.2,RWD,delhi
Hatchback,5.0,2022,8000,Petrol,1,Manual,750000,Third Party insurance,1197.0,Hyundai,5,20.7,FWD,delhi
SUV,5.0,2021,11404,Petrol,1,Automatic,1284000,Comprehensive,999.0,Skoda,6,17.2,FWD,delhi
SUV,5.0,2019,70000,Petrol,2,Manual,850000,Third Party insurance,1591.0,Hyundai,6,13.0,FWD,delhi
Hatchback,5.0,2023,23000,Diesel,1,Manual,869999,Comprehensive,1497.0,Tata,5,23.64,FWD,delhi
Hatchback,5.0,2022,19044,Petrol,1,Manual,634000,Comprehensive,1197.0,Maruti,5,20.89,FWD,delhi
Sedan,5.0,2017,23500,Petrol,1,Automatic,7500000,Comprehensive,2998.0,BMW,8,12.5,RWD,delhi
SUV,5.0,2019,17367,Petrol,1,Manual,1250000,Comprehensive,1591.0,Hyundai,6,15.8,FWD,delhi
SUV,5.0,2020,3800,Diesel,1,Manual,1325000,Third Party insurance,1493.0,Kia,6,20.8,FWD,delhi
Sedan,5.0,2017,45000,Petrol,1,Automatic,3215000,Comprehensive,1998.0,BMW,8,15.34,RWD,delhi
Hatchback,5.0,2014,43124,Petrol,2,Automatic,421000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,delhi
SUV,7.0,2020,20000,Diesel,1,Manual,1300000,Third Party insurance,2179.0,Mahindra,6,15.1,FWD,delhi
SUV,5.0,2017,60000,Diesel,1,Automatic,1000000,Third Party insurance,1582.0,Hyundai,6,17.01,FWD,delhi
Hatchback,5.0,2018,36000,Petrol,1,Manual,600000,Third Party,1197.0,Maruti,5,21.01,FWD,delhi
Hatchback,5.0,2015,44559,Petrol,1,Automatic,495000,Third Party insurance,1197.0,Hyundai,4,18.9,FWD,delhi
SUV,6.0,2022,10000,Petrol,1,Manual,2050000,Third Party insurance,1451.0,MG,6,14.025,FWD,delhi
Hatchback,5.0,2021,37587,Petrol,1,Manual,627000,Comprehensive,1199.0,Tata,5,19.33,FWD,delhi
Sedan,5.0,2016,90000,Petrol,1,Manual,340000,Third Party insurance,1198.0,Honda,5,17.8,FWD,delhi
Hatchback,5.0,2010,73786,Petrol,1,Manual,190000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,delhi
Sedan,5.0,2009,50000,Petrol,1,Automatic,300000,Third Party insurance,1794.0,Toyota,7,14.53,FWD,delhi
Hatchback,5.0,2018,22000,Petrol,1,Manual,575000,Third Party insurance,1197.0,Maruti,5,21.21,FWD,delhi
Hatchback,5.0,2019,38103,Petrol,1,Automatic,743000,Comprehensive,1197.0,Maruti,5,19.56,FWD,delhi
Hatchback,5.0,2022,15000,Petrol,1,Manual,645000,Third Party insurance,1197.0,Maruti,5,20.89,FWD,delhi
MUV,7.0,2018,69000,Diesel,1,Automatic,1700000,Comprehensive,2755.0,Toyota,6,11.36,RWD,delhi
Hatchback,5.0,2013,48327,Petrol,2,Manual,359000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,2008,40000,Petrol,1,Manual,120000,Third Party insurance,1061.0,Maruti,5,18.2,RWD,delhi
SUV,5.0,2020,38967,Petrol,1,Manual,1121000,Third Party insurance,1353.0,Kia,6,16.5,FWD,delhi
SUV,5.0,2020,50000,Diesel,1,Manual,1375000,Comprehensive,1493.0,Kia,6,20.8,FWD,delhi
Hatchback,5.0,2016,33000,Petrol,1,Manual,525000,Comprehensive,1197.0,Maruti,5,21.01,FWD,delhi
Sedan,5.0,2014,70000,Petrol,1,Manual,375000,Comprehensive,1496.0,Toyota,5,16.78,FWD,delhi
Hatchback,5.0,2006,120000,Petrol,3,Manual,90000,Third Party insurance,998.0,Maruti,5,18.9,FWD,delhi
SUV,7.0,2018,72000,Diesel,1,Automatic,1698999,Comprehensive,2999.0,Isuzu,5,13.8,4WD,delhi
SUV,5.0,2017,58511,Petrol,1,Manual,894999,Comprehensive,1591.0,Hyundai,6,15.29,FWD,delhi
Sedan,5.0,2014,60000,Diesel,1,Manual,409999,Third Party insurance,1248.0,Maruti,5,23.4,FWD,delhi
SUV,7.0,2019,40000,Diesel,3,Manual,1250000,Third Party insurance,2179.0,Mahindra,6,16.36,RWD,delhi
Hatchback,5.0,2019,43500,Petrol,1,Manual,525000,Comprehensive,1197.0,Maruti,5,22.0,FWD,delhi
Sedan,5.0,2019,68192,Petrol,1,Manual,625000,Comprehensive,1298.0,Maruti,5,17.5,RWD,delhi
SUV,7.0,2017,100000,Diesel,3,Manual,850000,Third Party insurance,1997.0,Mahindra,6,16.0,FWD,delhi
Hatchback,5.0,2015,74872,Diesel,1,Manual,340000,Comprehensive,1498.0,Honda,6,27.3,FWD,delhi
MUV,7.0,2019,47000,Diesel,1,Manual,1750000,Comprehensive,2393.0,Toyota,5,12.0,RWD,delhi
SUV,5.0,2022,9000,Petrol,1,Manual,1295000,Third Party,1462.0,Maruti,5,19.89,FWD,delhi
Hatchback,5.0,2019,31000,Petrol,1,Manual,699000,Comprehensive,999.0,Volkswagen,5,18.78,FWD,delhi
Hatchback,5.0,2018,33709,Petrol,2,Manual,399000,Comprehensive,1199.0,Tata,5,23.84,FWD,delhi
Hatchback,5.0,2018,123617,Petrol,1,Manual,387000,Comprehensive,1197.0,Maruti,5,20.89,FWD,delhi
Sedan,5.0,2015,31000,Diesel,1,Automatic,1475000,Comprehensive,1968.0,Audi,8,17.68,FWD,delhi
Hatchback,5.0,2019,45000,Cng,1,Manual,484999,Third Party insurance,1086.0,Hyundai,5,30.48,FWD,delhi
Hatchback,5.0,2014,82000,Cng,1,Manual,295000,Third Party insurance,998.0,Maruti,5,33.54,FWD,delhi
Hatchback,5.0,2015,36400,Petrol,1,Automatic,425000,Comprehensive,998.0,Maruti,5,23.1,FWD,delhi
Sedan,5.0,2017,75000,Diesel,2,Automatic,7125000,Comprehensive,2925.0,Mercedes-Benz,9,13.5,RWD,delhi
Hatchback,5.0,2013,69000,Petrol,1,Manual,250000,Third Party insurance,1198.0,Honda,5,19.4,FWD,delhi
Sedan,5.0,2015,110000,Diesel,1,Manual,350000,Third Party insurance,1248.0,Fiat,5,20.4,FWD,delhi
SUV,5.0,2016,62500,Diesel,1,Automatic,645000,Comprehensive,1461.0,Nissan,6,19.61,FWD,delhi
Hatchback,5.0,2021,20000,Petrol,1,Manual,459999,Third Party insurance,799.0,Renault,5,22.25,FWD,delhi
Sedan,5.0,2014,70307,Petrol,2,Manual,458000,Zero Dep,1497.0,Honda,5,17.4,FWD,delhi
SUV,5.0,2015,50000,Diesel,1,Automatic,1800000,Third Party insurance,1968.0,Audi,7,14.16,AWD,delhi
Hatchback,5.0,2020,30000,Petrol,1,Manual,580000,Third Party insurance,1197.0,Maruti,5,20.89,FWD,delhi
SUV,5.0,2017,65000,Diesel,1,Automatic,4200000,Comprehensive,2993.0,BMW,8,15.97,4WD,delhi
Hatchback,5.0,2022,4108,Petrol,2,Manual,517000,Third Party,1197.0,Maruti,5,20.89,FWD,delhi
Hatchback,5.0,2020,40000,Petrol,1,Manual,750000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,delhi
Hatchback,5.0,2012,91926,Petrol,1,Manual,213000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,delhi
Sedan,5.0,2014,40000,Diesel,1,Automatic,1450000,Third Party insurance,2143.0,Mercedes-Benz,7,13.0,RWD,delhi
MUV,7.0,2021,40000,Cng,1,Manual,1100000,Third Party insurance,1462.0,Maruti,5,26.08,FWD,delhi
Hatchback,5.0,2019,60000,Petrol,1,Manual,611000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,2021,23200,Petrol,1,Manual,745000,Third Party insurance,1197.0,Toyota,5,21.01,FWD,delhi
SUV,5.0,2021,36000,Diesel,1,Automatic,1851000,Comprehensive,1493.0,Kia,6,18.0,FWD,delhi
Hatchback,5.0,2015,50000,Petrol,1,Manual,415000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
SUV,5.0,2017,39000,Diesel,1,Manual,1075000,Comprehensive,1956.0,Jeep,6,17.1,4WD,delhi
Hatchback,5.0,2016,55000,Petrol,1,Automatic,550000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,2020,55000,Petrol,1,Manual,540000,Comprehensive,1199.0,Tata,5,19.33,FWD,delhi
MUV,7.0,2019,24777,Petrol,1,Manual,540000,Third Party,999.0,Renault,5,20.0,FWD,delhi
SUV,5.0,2016,50000,Diesel,1,Manual,575000,Third Party insurance,1248.0,Maruti,5,24.3,FWD,delhi
SUV,5.0,2021,15000,Petrol,1,Automatic,6200000,Comprehensive,1998.0,Jeep,8,12.1,4WD,delhi
Sedan,5.0,2012,50854,Petrol,2,Manual,286000,Comprehensive,1197.0,Maruti,5,22.41,FWD,delhi
Sedan,5.0,2014,134000,Diesel,1,Automatic,890000,Third Party insurance,1968.0,Audi,8,17.68,FWD,delhi
SUV,7.0,2021,33000,Diesel,1,Automatic,3449000,Comprehensive,1996.0,MG,8,12.4,4WD,delhi
Sedan,5.0,2019,34000,Petrol,1,Automatic,1280000,Comprehensive,1999.0,Hyundai,6,14.62,FWD,delhi
Sedan,5.0,2014,52515,Petrol,1,Manual,356000,Comprehensive,1197.0,Maruti,5,22.41,FWD,delhi
MUV,7.0,2020,45000,Petrol,1,Manual,1950000,Comprehensive,2694.0,Toyota,5,8.0,RWD,delhi
Sedan,5.0,2015,59000,Diesel,1,Automatic,2089999,Third Party insurance,1968.0,Audi,7,18.53,FWD,delhi
Sedan,5.0,2009,29582,Petrol,2,Manual,114999,Not Available,1368.0,Fiat,5,16.0,FWD,delhi
SUV,7.0,2023,10000,Petrol,1,Manual,1500000,Third Party insurance,1997.0,Mahindra,6,18.9,RWD,delhi
Sedan,5.0,2017,41000,Petrol,1,Automatic,1190000,Third Party insurance,1798.0,Toyota,7,14.28,FWD,delhi
Hatchback,5.0,2017,57806,Petrol,2,Manual,295000,Comprehensive,799.0,Renault,5,25.17,FWD,delhi
Sedan,5.0,2019,20000,Petrol,1,Automatic,1000000,Third Party insurance,1497.0,Honda,5,18.0,FWD,delhi
Hatchback,5.0,2018,66227,Petrol,1,Manual,213000,Zero Dep,799.0,Datsun,5,22.7,RWD,delhi
Hatchback,5.0,2010,100000,Petrol,3,Manual,135000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,delhi
Hatchback,5.0,2019,43220,Petrol,2,Automatic,595000,Comprehensive,1199.0,Tata,5,23.84,FWD,delhi
Sedan,5.0,2015,100000,Petrol,1,Manual,300000,Third Party insurance,1197.0,Hyundai,5,18.0,FWD,delhi
Hatchback,5.0,2018,13500,Petrol,2,Manual,425000,Comprehensive,999.0,Renault,5,23.01,FWD,delhi
Sedan,5.0,2016,60000,Petrol,2,Manual,330000,Third Party insurance,1199.0,Tata,5,23.84,FWD,delhi
Hatchback,5.0,2016,43929,Petrol,1,Manual,478000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,2017,70000,Petrol,1,Manual,450000,Third Party insurance,998.0,Maruti,5,20.51,FWD,delhi
